name,artist,spotify_id,tags,genre,year,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spotify_track_url
Fake Tales of San Francisco,Arctic Monkeys,1RqqEU82PZFxy9AOntKosx,"rock, alternative, indie, alternative_rock, indie_rock, british, britpop",Rock,2006,179946,0.453,0.772,-4.466,0.0464,0.0109,0.0,0.0392,0.702,127.148,https://open.spotify.com/track/1RqqEU82PZFxy9AOntKosx
Don't Stop Me Now,Queen,0ch4H0B6RvfOvpI47YXyre,"rock, classic_rock, 80s, british, 70s",Pop,1979,268173,0.45,0.863,-11.825,0.194,0.0502,0.000241,0.689,0.23,159.335,https://open.spotify.com/track/0ch4H0B6RvfOvpI47YXyre
Fluorescent Adolescent,Arctic Monkeys,02Y78WneC8bUaKWouKl00v,"rock, alternative, indie, alternative_rock, indie_rock, british, 00s, britpop",Pop,2007,177534,0.647,0.818,-5.222,0.0291,0.00196,3.04e-05,0.177,0.813,112.109,https://open.spotify.com/track/02Y78WneC8bUaKWouKl00v
Buddy Holly,Weezer,0gOyllwzM7IvfuYZ903zNv,"rock, alternative, indie, alternative_rock, indie_rock, 90s, american",Rock,1994,159226,0.556,0.92,-4.606,0.0367,0.00271,0.00021,0.117,0.771,121.138,https://open.spotify.com/track/0gOyllwzM7IvfuYZ903zNv
Island in the Sun,Weezer,07n8herweO0s6AmVvWGg38,"rock, alternative, indie, pop, alternative_rock, indie_rock, 90s, 00s, mellow, chill",unknown,2009,200066,0.654,0.802,-6.299,0.0289,0.00698,0.000915,0.177,0.692,114.637,https://open.spotify.com/track/07n8herweO0s6AmVvWGg38
Banquet,Bloc Party,10DvIvSGKXCbAQtWsmJ5TF,"rock, alternative, indie, alternative_rock, indie_rock, british, post_punk, britpop",Rock,2011,198986,0.568,0.967,-3.804,0.0728,0.00163,0.00314,0.315,0.756,149.949,https://open.spotify.com/track/10DvIvSGKXCbAQtWsmJ5TF
Fortunate Son,Creedence Clearwater Revival,02W3Xt0zd4cXTQ923Cx9Q3,"rock, classic_rock, 60s",Rock,2005,138052,0.631,0.761,-3.905,0.0381,0.0562,0.26,0.201,0.45,132.498,https://open.spotify.com/track/02W3Xt0zd4cXTQ923Cx9Q3
1979,The Smashing Pumpkins,0x2RFa998GW2SJ0taSn9W6,"rock, alternative, indie, alternative_rock, 90s, grunge",Rock,2013,267266,0.77,0.806,-9.414,0.0329,0.0153,0.614,0.0542,0.963,126.888,https://open.spotify.com/track/0x2RFa998GW2SJ0taSn9W6
Lonely Day,System of a Down,0EJHR4yvxC4TdLdbmQ9Ktq,"rock, alternative, metal, alternative_rock, hard_rock, nu_metal",Rock,2010,167906,0.47,0.796,-3.277,0.0336,0.362,1.11e-06,0.133,0.215,113.108,https://open.spotify.com/track/0EJHR4yvxC4TdLdbmQ9Ktq
Every Breath You Take,The Police,04BZpl14RpYqAtSb5ec5kz,"rock, pop, classic_rock, 80s, british, new_wave",unknown,2013,300706,0.515,0.788,-6.841,0.0367,0.37,0.0,0.323,0.476,118.326,https://open.spotify.com/track/04BZpl14RpYqAtSb5ec5kz
How You Remind Me,Nickelback,0F2nGhgFNlkVHm81zNEvW6,"rock, alternative, alternative_rock, hard_rock",Rock,2001,223826,0.44,0.763,-5.023,0.0337,0.00119,0.0,0.108,0.538,172.159,https://open.spotify.com/track/0F2nGhgFNlkVHm81zNEvW6
Don't Speak,No Doubt,0usJ6ywAqqeJx1nQl5SWlP,"rock, alternative, pop, female_vocalists, alternative_rock, 90s, love, pop_rock, ska",unknown,2004,263000,0.522,0.707,-7.113,0.0354,0.24,2.04e-05,0.156,0.572,76.05,https://open.spotify.com/track/0usJ6ywAqqeJx1nQl5SWlP
Light My Fire,The Doors,04Z8wWkZ9jUFXIbjs1sgUt,"rock, classic_rock, psychedelic, 60s, psychedelic_rock",Rock,2012,412280,0.424,0.619,-10.116,0.0306,0.278,0.0,0.0585,0.523,130.514,https://open.spotify.com/track/04Z8wWkZ9jUFXIbjs1sgUt
We Will Rock You,Queen,03jhnLcIT8C4DhXnNecOZv,"rock, classic_rock, hard_rock, 80s, british, 70s",Rock,2006,121706,0.69,0.44,-8.528,0.0768,0.654,0.0,0.538,0.494,81.234,https://open.spotify.com/track/03jhnLcIT8C4DhXnNecOZv
Dream On,Aerosmith,07KHJvlYBeQVqrmifTEqEp,"rock, classic_rock, hard_rock, 70s",unknown,2011,265093,0.412,0.528,-6.613,0.0259,0.298,5.03e-05,0.332,0.175,79.962,https://open.spotify.com/track/07KHJvlYBeQVqrmifTEqEp
The Kids Aren't Alright,The Offspring,1kYq9r2xSLCPbCpb6jvr4V,"rock, alternative, alternative_rock, punk, punk_rock, 90s",Rock,2005,179946,0.512,0.945,-4.204,0.0347,0.006,3.25e-05,0.0581,0.812,99.552,https://open.spotify.com/track/1kYq9r2xSLCPbCpb6jvr4V
Everything in Its Right Place,Radiohead,0EbbQxW5KqDo2lS4Uxtoz5,"rock, electronic, alternative, indie, alternative_rock, ambient, experimental, british, chillout",unknown,2000,249560,0.306,0.451,-11.407,0.0442,0.698,0.032,0.103,0.0625,123.957,https://open.spotify.com/track/0EbbQxW5KqDo2lS4Uxtoz5
Boys Don't Cry,The Cure,0a3cUjyu8R1UC3MyIawZlA,"rock, alternative, indie, pop, alternative_rock, 80s, british, new_wave, post_punk",unknown,2001,161200,0.459,0.837,-5.98,0.0662,0.00444,0.0,0.111,0.639,169.434,https://open.spotify.com/track/0a3cUjyu8R1UC3MyIawZlA
Just Like Heaven,The Cure,00JSPaZtV49IMMtmMDqrcX,"rock, alternative, pop, alternative_rock, 80s, british, new_wave, post_punk, love",unknown,2003,212853,0.445,0.975,-3.418,0.0482,0.019,7.66e-05,0.136,0.754,151.094,https://open.spotify.com/track/00JSPaZtV49IMMtmMDqrcX
One Step Closer,Linkin Park,0jLPZfxVzioMLFVx4dcIy1,"rock, alternative, metal, alternative_rock, hard_rock, nu_metal",Rock,2000,157333,0.492,0.969,-4.419,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,https://open.spotify.com/track/0jLPZfxVzioMLFVx4dcIy1
Violet Hill,Coldplay,0aeknkZO0MWCdgwlNMypib,"rock, alternative, indie, pop, alternative_rock, british, 00s, britpop",Rock,2008,221306,0.332,0.587,-7.905,0.0362,0.0571,0.00162,0.0864,0.109,76.051,https://open.spotify.com/track/0aeknkZO0MWCdgwlNMypib
Beautiful Day,U2,0A5PumFRR67jUbWuzRQOKX,"rock, alternative, pop, classic_rock, pop_rock",unknown,2007,251506,0.533,0.737,-13.734,0.0416,0.0148,0.00402,0.334,0.5,136.178,https://open.spotify.com/track/0A5PumFRR67jUbWuzRQOKX
With or Without You,U2,07F7HYI1I8i5JWDhEVWCmm,"rock, alternative, pop, classic_rock, 80s, love",unknown,1998,298493,0.546,0.49,-9.318,0.0307,0.000122,0.268,0.0961,0.118,109.943,https://open.spotify.com/track/07F7HYI1I8i5JWDhEVWCmm
I Hate Everything About You,Three Days Grace,0iWMnHtF1EFfRIWTYfx7Wi,"rock, alternative, metal, alternative_rock, hard_rock",unknown,2011,231320,0.481,0.798,-6.31,0.0388,0.005,0.0,0.153,0.474,89.344,https://open.spotify.com/track/0iWMnHtF1EFfRIWTYfx7Wi
The Reason,Hoobastank,0f9Ux3Lv1GWGHMyyOgGhbC,"rock, alternative, pop, alternative_rock, love, pop_rock",RnB,2010,233173,0.464,0.585,-7.889,0.0283,0.00948,0.0,0.131,0.0716,82.852,https://open.spotify.com/track/0f9Ux3Lv1GWGHMyyOgGhbC
November Rain,Guns N' Roses,11C3oTzP4WJ2UlU3TzHtCK,"rock, classic_rock, hard_rock, 80s, 90s",unknown,2004,536960,0.329,0.679,-8.219,0.0314,0.0259,0.315,0.123,0.272,80.029,https://open.spotify.com/track/11C3oTzP4WJ2UlU3TzHtCK
People Are Strange,The Doors,02RLmWWvhxyvQN93obEr24,"rock, classic_rock, psychedelic, 60s, psychedelic_rock",unknown,2006,130280,0.679,0.472,-8.552,0.0422,0.675,0.0,0.29,0.769,119.665,https://open.spotify.com/track/02RLmWWvhxyvQN93obEr24
The Middle,Jimmy Eat World,0a31rjLfRD2SG0J0aB7CuG,"rock, alternative, indie, pop, alternative_rock, punk, indie_rock, punk_rock, emo",unknown,2001,166040,0.644,0.848,-5.385,0.0529,0.0358,0.0,0.0676,0.927,162.15,https://open.spotify.com/track/0a31rjLfRD2SG0J0aB7CuG
Gimme Shelter,The Rolling Stones,0t7ttzoe3dV0mah4lBI2kx,"rock, classic_rock, british, 60s",unknown,1971,270853,0.631,0.632,-8.227,0.031,0.484,0.0316,0.121,0.492,118.649,https://open.spotify.com/track/0t7ttzoe3dV0mah4lBI2kx
My Hero,Foo Fighters,0BkxuWDGOf8d0m6HG9XmeM,"rock, alternative, alternative_rock, hard_rock, 90s, grunge",unknown,1997,259800,0.367,0.919,-4.218,0.0574,4.23e-05,0.000489,0.0603,0.301,153.954,https://open.spotify.com/track/0BkxuWDGOf8d0m6HG9XmeM
All Along the Watchtower,Jimi Hendrix,0GuQcX8wTe8bUZ72ZncR7m,"rock, classic_rock, blues, psychedelic, 60s, psychedelic_rock, guitar, cover",unknown,2009,239666,0.433,0.787,-6.747,0.0581,0.00287,2.97e-05,0.0883,0.562,113.363,https://open.spotify.com/track/0GuQcX8wTe8bUZ72ZncR7m
Hey There Delilah,Plain White T's,03U2Ypm7VifnymUMQC0CUh,"rock, alternative, indie, pop, indie_rock, acoustic, emo, love, beautiful, mellow",Rock,2006,247060,0.451,0.261,-12.467,0.029,0.981,3.21e-06,0.659,0.372,100.46,https://open.spotify.com/track/03U2Ypm7VifnymUMQC0CUh
When the Sun Goes Down,Arctic Monkeys,0bgpvcmfscIdN41ZPwHy5H,"rock, alternative, indie, alternative_rock, indie_rock, british, 00s, britpop",Rock,2006,202013,0.35,0.868,-4.903,0.171,0.0357,0.0,0.13,0.415,169.631,https://open.spotify.com/track/0bgpvcmfscIdN41ZPwHy5H
Like a Rolling Stone,Bob Dylan,00mvg9j0RqyqqwrugBTVPr,"rock, classic_rock, folk, singer_songwriter, acoustic, 60s, oldies",unknown,2014,367853,0.486,0.717,-6.149,0.0324,0.747,0.0,0.231,0.531,95.52,https://open.spotify.com/track/00mvg9j0RqyqqwrugBTVPr
The House of the Rising Sun,The Animals,042wAFeo5OJweqkEom50sN,"rock, classic_rock, british, 60s, oldies, blues_rock",unknown,2013,268800,0.298,0.563,-7.163,0.032,9.67e-05,0.0254,0.143,0.29,117.505,https://open.spotify.com/track/042wAFeo5OJweqkEom50sN
Come Together,The Beatles,2Cy21RP95WjKPXjS343LoK,"rock, pop, classic_rock, british, psychedelic, 60s, oldies",Jazz,2014,206091,0.515,0.747,-4.369,0.0434,0.0321,5.37e-05,0.313,0.365,178.134,https://open.spotify.com/track/2Cy21RP95WjKPXjS343LoK
What I've Done,Linkin Park,18lR4BzEs7e3qzc0KVkTpU,"rock, alternative, metal, alternative_rock, nu_metal",Rock,2007,205613,0.623,0.93,-5.285,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,https://open.spotify.com/track/18lR4BzEs7e3qzc0KVkTpU
Dumb,Nirvana,13noTim30TG19L0rg9fa9k,"rock, alternative, alternative_rock, 90s, grunge",Rock,1993,149706,0.682,0.405,-11.86,0.028,0.151,0.387,0.27,0.846,113.719,https://open.spotify.com/track/13noTim30TG19L0rg9fa9k
Airbag,Radiohead,11GmOZfxH6ENa1Q2pFVno8,"rock, electronic, alternative, indie, alternative_rock, experimental, indie_rock, british, 90s, britpop",unknown,2012,284400,0.14,0.89,-6.948,0.0638,0.00737,0.812,0.278,0.627,167.781,https://open.spotify.com/track/11GmOZfxH6ENa1Q2pFVno8
B.Y.O.B.,System of a Down,0EYOdF5FCkgOJJla8DI2Md,"rock, alternative, metal, alternative_rock, hard_rock, heavy_metal, nu_metal",unknown,2005,255466,0.538,0.981,-2.688,0.14,0.00662,0.0,0.219,0.711,101.414,https://open.spotify.com/track/0EYOdF5FCkgOJJla8DI2Md
Sympathy for the Devil,The Rolling Stones,01EiSKCrmQvNWWn0bt13eR,"rock, classic_rock, british, 60s",Electronic,1995,528693,0.479,0.874,-8.845,0.0723,0.333,0.424,0.686,0.834,118.657,https://open.spotify.com/track/01EiSKCrmQvNWWn0bt13eR
Alive,Pearl Jam,00b8rIJGgj2V9L0iGMwPvY,"rock, alternative, alternative_rock, 90s, grunge",unknown,2015,341160,0.298,0.825,-8.053,0.0408,0.00541,1.46e-05,0.44,0.54,75.592,https://open.spotify.com/track/00b8rIJGgj2V9L0iGMwPvY
Immigrant Song,Led Zeppelin,0PHVHKVy87eLKx3UJ6KwC0,"rock, classic_rock, hard_rock, british, 70s",Country,2003,145066,0.574,0.926,-10.79,0.0562,0.00031,0.478,0.386,0.609,113.097,https://open.spotify.com/track/0PHVHKVy87eLKx3UJ6KwC0
15 Step,Radiohead,6dsq7Nt5mIFzvm5kIYNORy,"rock, electronic, alternative, indie, alternative_rock, experimental, indie_rock, british, britpop",Rock,2007,237293,0.6,0.853,-7.584,0.0423,0.0489,0.346,0.0934,0.847,94.457,https://open.spotify.com/track/6dsq7Nt5mIFzvm5kIYNORy
Money,Pink Floyd,0vFOzaXqZHahrZp6enQwQb,"rock, classic_rock, progressive_rock, british, psychedelic, 70s, psychedelic_rock",unknown,1973,382834,0.468,0.536,-10.422,0.144,0.024,0.00199,0.269,0.785,126.256,https://open.spotify.com/track/0vFOzaXqZHahrZp6enQwQb
Loser,Beck,2egIbgsH3SU7O52AmT0sAn,"rock, alternative, indie, alternative_rock, indie_rock, singer_songwriter, 90s",unknown,2007,235500,0.613,0.621,-10.412,0.117,0.0342,0.000155,0.366,0.828,170.794,https://open.spotify.com/track/2egIbgsH3SU7O52AmT0sAn
Let It Be,The Beatles,28YZkdihqt3e37t1IcqJIu,"rock, pop, classic_rock, british, piano, 60s, oldies",Rock,2012,236133,0.401,0.186,-17.001,0.0356,0.588,0.84,0.103,0.504,75.894,https://open.spotify.com/track/28YZkdihqt3e37t1IcqJIu
Dancing Shoes,Arctic Monkeys,0e9kNyQTDcmkGEQ0bT3t8W,"rock, alternative, indie, alternative_rock, indie_rock, british, britpop",unknown,2006,143133,0.518,0.888,-4.144,0.0422,0.00283,0.0,0.334,0.875,144.485,https://open.spotify.com/track/0e9kNyQTDcmkGEQ0bT3t8W
Eye of the Tiger,Survivor,02RYVyQZ0V1iA5PWvsyTYE,"rock, classic_rock, hard_rock, 80s, soundtrack",unknown,2006,233400,0.807,0.719,-6.323,0.0319,0.301,0.000218,0.0752,0.618,107.322,https://open.spotify.com/track/02RYVyQZ0V1iA5PWvsyTYE
Drive,Incubus,01OTQZCspr2Y2HRpq9mr7N,"rock, alternative, indie, alternative_rock, 90s, acoustic",Rock,2009,232760,0.645,0.835,-5.975,0.0372,0.0597,0.0139,0.158,0.661,90.56,https://open.spotify.com/track/01OTQZCspr2Y2HRpq9mr7N
Aerials,System of a Down,0m9h2rgCymn7kreQoNKwD8,"rock, alternative, metal, alternative_rock, hard_rock, nu_metal",Metal,2011,234826,0.406,0.924,-3.384,0.0516,0.00146,0.0422,0.0774,0.254,79.957,https://open.spotify.com/track/0m9h2rgCymn7kreQoNKwD8
All I Need,Radiohead,51ygW389BW4Dut3B69pSwc,"rock, electronic, alternative, indie, alternative_rock, experimental, indie_rock, british, love, beautiful, britpop",unknown,2007,228746,0.668,0.477,-8.709,0.0358,0.517,0.446,0.139,0.0966,88.005,https://open.spotify.com/track/51ygW389BW4Dut3B69pSwc
Ace of Spades,Motörhead,03oqHD54qPifkz9g1ttyAH,"rock, metal, classic_rock, hard_rock, 80s, heavy_metal",unknown,1984,166866,0.331,0.992,-4.373,0.224,0.0187,0.000421,0.105,0.151,140.309,https://open.spotify.com/track/03oqHD54qPifkz9g1ttyAH
Ruby,Kaiser Chiefs,04vDgEsrtJPjUiUT9bbOV5,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, 00s, britpop",unknown,2007,206146,0.447,0.933,-2.834,0.0491,0.0072,1.35e-06,0.169,0.477,93.469,https://open.spotify.com/track/04vDgEsrtJPjUiUT9bbOV5
1901,Phoenix,0cbj0DM7lfCr4uH4dULU4u,"rock, electronic, alternative, indie, pop, indie_rock, dance, indie_pop, french",Rock,2009,193106,0.604,0.833,-5.406,0.0419,0.0608,3.79e-05,0.242,0.722,144.079,https://open.spotify.com/track/0cbj0DM7lfCr4uH4dULU4u
Sunshine of Your Love,Cream,03Z8RmEoNzAbmxTM59m336,"rock, classic_rock, blues, psychedelic, 60s, psychedelic_rock, blues_rock",unknown,1967,250400,0.683,0.594,-8.289,0.0347,0.385,8.61e-05,0.121,0.734,115.099,https://open.spotify.com/track/03Z8RmEoNzAbmxTM59m336
Beat It,Michael Jackson,1jSTY53KABmpgTYewdAcqo,"rock, pop, dance, 80s, funk",unknown,1995,258093,0.771,0.792,-6.523,0.0451,0.028,0.000135,0.291,0.913,138.815,https://open.spotify.com/track/1jSTY53KABmpgTYewdAcqo
(I Can't Get No) Satisfaction,The Rolling Stones,07UAWg4NoxMomSTPcg1BGC,"rock, classic_rock, british, 60s",unknown,2002,222813,0.72,0.902,-6.016,0.0334,0.0442,0.0144,0.135,0.924,136.277,https://open.spotify.com/track/07UAWg4NoxMomSTPcg1BGC
Better Together,Jack Johnson,0ObiMSbGfNfR2AoZ0Bgap2,"rock, pop, singer_songwriter, chillout, acoustic, love, mellow, chill",unknown,2006,207693,0.872,0.343,-9.495,0.0508,0.307,2.14e-05,0.109,0.673,110.057,https://open.spotify.com/track/0ObiMSbGfNfR2AoZ0Bgap2
Crawling,Linkin Park,0EorNL6AhJkrR2h4IltoaQ,"rock, alternative, metal, alternative_rock, hard_rock, nu_metal",unknown,2000,208960,0.58,0.702,-5.565,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,https://open.spotify.com/track/0EorNL6AhJkrR2h4IltoaQ
More Than a Feeling,Boston,02Xy4ARa1RGnE2E0QOKrfa,"rock, classic_rock, hard_rock, 80s, 70s",unknown,1998,288106,0.413,0.596,-10.699,0.0271,0.00331,0.000106,0.0408,0.391,109.054,https://open.spotify.com/track/02Xy4ARa1RGnE2E0QOKrfa
My Immortal,Evanescence,0ftNFLfm5CaVQtJCK0w2L5,"rock, alternative, female_vocalists, metal, alternative_rock, piano, love, beautiful, gothic_metal, gothic",Rock,2014,270266,0.364,0.285,-9.927,0.032,0.75,5.69e-06,0.1,0.0707,149.552,https://open.spotify.com/track/0ftNFLfm5CaVQtJCK0w2L5
Closer,Kings of Leon,0CSjOhfM2AGKuLlMx1SQ69,"rock, alternative, indie, alternative_rock, indie_rock",unknown,2008,237480,0.398,0.768,-4.624,0.0392,0.469,2.02e-05,0.106,0.235,108.685,https://open.spotify.com/track/0CSjOhfM2AGKuLlMx1SQ69
Let Down,Radiohead,1hBVxV5SOoZsci42lFOOss,"rock, alternative, indie, alternative_rock, indie_rock, british, 90s, beautiful, britpop",unknown,1997,299560,0.352,0.674,-9.018,0.031,0.000124,0.12,0.18,0.145,102.489,https://open.spotify.com/track/1hBVxV5SOoZsci42lFOOss
All My Life,Foo Fighters,2HbVINmehEbPmjlcueXEJJ,"rock, alternative, alternative_rock, hard_rock, grunge",unknown,2009,263560,0.585,0.599,-5.704,0.0508,0.000214,0.000871,0.492,0.667,167.778,https://open.spotify.com/track/2HbVINmehEbPmjlcueXEJJ
Paradise,Coldplay,0ACgaYAsSVUSQHJtMcRWRl,"rock, alternative, pop, alternative_rock, british, beautiful, britpop",unknown,2012,278133,0.447,0.559,-7.69,0.0277,0.0712,0.000225,0.0869,0.187,139.647,https://open.spotify.com/track/0ACgaYAsSVUSQHJtMcRWRl
Human,The Killers,06CKy0TlZP1gjcXZK8VhvZ,"rock, electronic, alternative, indie, pop, alternative_rock, indie_rock, dance, 00s",unknown,2009,244680,0.549,0.859,-6.499,0.0686,0.0012,0.00182,0.0821,0.56,135.455,https://open.spotify.com/track/06CKy0TlZP1gjcXZK8VhvZ
Yesterday,The Beatles,0ngCazpXcGnEVmfM28TiIU,"rock, pop, classic_rock, british, acoustic, 60s, oldies, beautiful",Jazz,2013,177000,0.458,0.0781,-19.955,0.044,0.993,0.94,0.0955,0.23,83.624,https://open.spotify.com/track/0ngCazpXcGnEVmfM28TiIU
Maps,Yeah Yeah Yeahs,1B5KN9mubQY65Xad38J4oI,"rock, alternative, indie, female_vocalists, alternative_rock, indie_rock, love, beautiful, 00s",Rock,2004,214973,0.532,0.935,-5.839,0.055,0.00088,0.251,0.297,0.253,119.762,https://open.spotify.com/track/1B5KN9mubQY65Xad38J4oI
Reckoner,Radiohead,0rvRs0ggyGWRp7ygw7Zi0S,"rock, electronic, alternative, indie, alternative_rock, experimental, indie_rock, british, chillout, beautiful, britpop",Rock,2008,289760,0.49,0.632,-7.449,0.027,0.496,0.157,0.0827,0.237,104.265,https://open.spotify.com/track/0rvRs0ggyGWRp7ygw7Zi0S
What You Know,Two Door Cinema Club,0ywRTFowHoc8gQxafF6uRt,"rock, electronic, indie, indie_rock, british, indie_pop",unknown,2010,191413,0.557,0.735,-4.005,0.0418,0.000807,1.6e-05,0.0739,0.785,139.015,https://open.spotify.com/track/0ywRTFowHoc8gQxafF6uRt
Smoke on the Water,Deep Purple,01tFpbYAKvX1x1msvTstC7,"rock, classic_rock, hard_rock, heavy_metal, 70s",unknown,1973,231306,0.682,0.45,-15.978,0.0321,0.27,0.213,0.183,0.829,114.123,https://open.spotify.com/track/01tFpbYAKvX1x1msvTstC7
Talk,Coldplay,0X1dFlfmp3FbC4Co29gtP2,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, 00s, britpop",unknown,2011,310000,0.399,0.674,-6.985,0.0348,0.00532,0.0026,0.391,0.139,120.345,https://open.spotify.com/track/0X1dFlfmp3FbC4Co29gtP2
Whole Lotta Love,Led Zeppelin,0hCB0YR03f6AmQaHbwWDe8,"rock, classic_rock, hard_rock, progressive_rock, british, 70s, 60s, blues_rock",unknown,1969,333893,0.412,0.902,-11.6,0.405,0.0484,0.131,0.405,0.422,89.74,https://open.spotify.com/track/0hCB0YR03f6AmQaHbwWDe8
What's My Age Again?,blink-182,0vQXXGyeaxDLJmcnbBI4TO,"rock, alternative, pop, alternative_rock, punk, punk_rock, 90s",unknown,2005,148506,0.393,0.946,-7.292,0.0702,0.0138,0.000267,0.155,0.495,157.794,https://open.spotify.com/track/0vQXXGyeaxDLJmcnbBI4TO
Last Resort,Papa Roach,0SjhCnjTT2bXD9RtU8bFT9,"rock, alternative, metal, alternative_rock, hard_rock, nu_metal",Folk,2000,199893,0.59,0.894,-3.661,0.0579,0.000387,0.000661,0.269,0.732,90.604,https://open.spotify.com/track/0SjhCnjTT2bXD9RtU8bFT9
Hallelujah,Jeff Buckley,02nMdFiUg3FKEjJCVs8MsL,"rock, alternative, indie, alternative_rock, folk, singer_songwriter, 90s, acoustic, male_vocalists, love, beautiful, cover, mellow",unknown,1994,413320,0.328,0.146,-10.706,0.0314,0.923,0.000591,0.364,0.089,99.073,https://open.spotify.com/track/02nMdFiUg3FKEjJCVs8MsL
Bodysnatchers,Radiohead,1frWqD5oqa1mukQJKYyzqn,"rock, electronic, alternative, indie, alternative_rock, experimental, indie_rock, british, psychedelic, 00s",Electronic,2008,241506,0.4,0.979,-4.988,0.0602,0.00612,0.0319,0.0879,0.712,83.369,https://open.spotify.com/track/1frWqD5oqa1mukQJKYyzqn
Iron Man,Black Sabbath,02c7EvN1M0smnya7mg8bVo,"rock, metal, classic_rock, hard_rock, heavy_metal, 70s",unknown,1976,356026,0.34,0.824,-9.517,0.0922,0.00502,0.00501,0.0583,0.5,154.995,https://open.spotify.com/track/02c7EvN1M0smnya7mg8bVo
Riders on the Storm,The Doors,0Kn2aCU4x80ErgP1yS8w5V,"rock, classic_rock, psychedelic, 70s, 60s, psychedelic_rock, blues_rock",unknown,2003,336133,0.377,0.0952,-24.688,0.0337,0.948,0.833,0.091,0.261,103.692,https://open.spotify.com/track/0Kn2aCU4x80ErgP1yS8w5V
Sweet Disposition,The Temper Trap,05oMYwC1Y8FtAZHH4qZpVL,"rock, alternative, indie, alternative_rock, indie_rock, soundtrack, beautiful",unknown,2012,233413,0.532,0.746,-8.979,0.0428,0.0726,0.165,0.121,0.367,129.108,https://open.spotify.com/track/05oMYwC1Y8FtAZHH4qZpVL
Baba O'Riley,The Who,0iXmgTEQgmx7r6Udy0jjAo,"rock, classic_rock, british, 70s, 60s",unknown,2014,299995,0.395,0.587,-12.927,0.0364,0.442,0.243,0.179,0.171,117.772,https://open.spotify.com/track/0iXmgTEQgmx7r6Udy0jjAo
You Only Live Once,The Strokes,04g720cSffwPtCoYmo09i5,"rock, alternative, indie, alternative_rock, indie_rock",unknown,2006,188693,0.631,0.909,-2.408,0.0327,0.0294,0.535,0.138,0.969,120.513,https://open.spotify.com/track/04g720cSffwPtCoYmo09i5
Lisztomania,Phoenix,2tlV0DuPxMnJntkrmzjZEq,"rock, electronic, alternative, indie, pop, indie_rock, dance, indie_pop, french",unknown,2009,241640,0.645,0.797,-6.434,0.039,0.0359,0.00589,0.496,0.335,97.524,https://open.spotify.com/track/2tlV0DuPxMnJntkrmzjZEq
Help!,The Beatles,1Jq182XQ6wDZ90GlN8cBSN,"rock, pop, classic_rock, british, 60s, oldies",unknown,2006,138285,0.552,0.734,-7.126,0.0291,0.221,0.0,0.116,0.846,94.887,https://open.spotify.com/track/1Jq182XQ6wDZ90GlN8cBSN
Lucky,Radiohead,0aJanktxAN8A1n09lglSUg,"rock, alternative, indie, alternative_rock, indie_rock, british, 90s, beautiful, britpop",Rock,2008,259640,0.199,0.419,-9.365,0.0324,0.0472,0.575,0.114,0.216,133.397,https://open.spotify.com/track/0aJanktxAN8A1n09lglSUg
Even Flow,Pearl Jam,0fG05JGcqIoOl314BelRb1,"rock, alternative, alternative_rock, 90s, grunge",unknown,2014,292573,0.393,0.947,-5.303,0.0787,0.00189,6.17e-06,0.329,0.323,105.32,https://open.spotify.com/track/0fG05JGcqIoOl314BelRb1
Drain You,Nirvana,0bTLGlCqwZXwJGWGE2Dywg,"rock, alternative, alternative_rock, 90s, grunge",Rock,1991,223880,0.325,0.929,-5.625,0.0695,0.000129,2.22e-06,0.184,0.198,133.358,https://open.spotify.com/track/0bTLGlCqwZXwJGWGE2Dywg
